,favorites,retweets
235,5596,1308
1604,164,31
7984,35,4
9310,666,25
3490,13,4
11709,75,4
1994,3,1
2824,1,0
11032,88,0
10568,107,9
1342,273,28
8512,44,7
1619,392,52
5287,8918,2451
2060,406,86
11830,83,12
2219,588,143
9865,107,16
6038,323,132
260,5497,1914
11131,1729,290
10231,2159,66
9093,779,65
3744,77,0
2026,182,104
6988,166,22
4234,64,1
1917,105,57
1828,104,41
9765,127,21
6233,567,163
11499,39,3
6283,13,1
4208,0,0
224,4405,1596
8915,91,6
10002,22,2
9333,136,19
6469,233,99
11188,112,1
846,326,64
4289,6,1
5560,2952,438
2551,224,16
117,4199,902
8837,709,38
5966,259,86
8195,15,0
8659,101,2
7489,130,24
5,1767,88
5342,906,152
9111,1965,141
10787,2413,556
4324,62,7
1063,358,40
2590,1498,245
8434,139,41
9352,268,35
3735,295,9
10589,305,26
3517,51,8
6986,111,10
10755,262,35
6767,14,1
5622,13512,2497
1605,252,40
1733,555,57
10516,227,44
10901,252,16
11103,91,18
9504,133,18
3812,19,1
11440,869,168
10554,187,9
10167,613,71
1761,303,45
5401,2618,437
2739,623,81
11448,357,43
2472,62,3
6738,14,3
6891,21,1
7943,32,8
9685,527,52
4206,41,7
6371,136,48
10350,4736,556
9361,120,3
10348,515,31
232,6437,434
8258,366,45
7561,23,5
9795,300,23
6168,396,253
3596,3,0
6288,129,44
4632,30,1
125,3024,948
7641,1009,116
6229,331,86
1296,282,38
1976,568,159
11267,503,49
11214,127,13
10267,2096,313
5750,1053,479
8152,63,2
3086,62,5
11022,266,17
6882,9,2
11058,52,3
7673,44,7
3345,28,0
8172,28,3
11196,54,6
5870,176,67
6506,5,0
2797,65,0
918,59,3
1646,93,12
5122,37,4
5126,116,15
4621,49,6
6809,25,2
364,4272,178
2125,60,10
8150,273,8
8717,1752,125
55,5343,398
638,7744,695
302,7131,3083
10958,107,14
5811,598,96
1276,724,119
10247,346,40
4432,147,10
3644,7,0
4143,5,0
2878,2445,185
6493,11,1
10478,210,12
10453,287,12
5240,8,1
11180,91,18
10488,396,56
6937,220,8
7240,64,4
9945,207,42
10160,459,101
2593,1030,168
2393,1188,60
523,2756,209
6376,110,49
6981,26,3
6677,8,0
3900,99,4
11451,407,22
5585,3680,656
11126,38,6
7956,6,0
7570,69,14
6777,66,5
10161,44,6
671,4856,521
4188,24,1
666,2225,245
3266,225,22
1887,114,79
8472,1490,68
9911,299,39
9091,3108,386
7687,40,2
6031,143,37
6090,415,150
6238,591,208
7350,379,37
7830,155,15
760,227,48
6254,409,288
1906,206,60
3818,5,0
6269,320,143
4300,6,1
5569,5283,441
7941,75,19
10785,544,37
4164,18,0
5971,992,314
3579,39,2
2832,2173,183
5449,3044,510
3472,5,3
6327,27,3
137,13471,3375
7043,175,14
4892,4,0
2180,447,57
10320,927,121
7730,249,14
3177,19,1
4854,32,2
4637,4,0
5115,20,1
11053,98,4
7648,72,27
4261,71,3
1331,179,25
10209,54,0
10674,132,1
7002,185,9
9550,560,3
6941,17,4
8017,198,37
6241,173,40
9521,57,5
11871,76,11
6881,7,0
10342,84,5
4530,19,4
10314,686,71
4673,19,2
6996,202,16
1252,179,27
3374,8,0
2814,632,28
4719,12,3
6544,43,2
10040,97,10
4858,7,1
7901,14,4
8580,67,1
8427,170,47
1077,177,14
10176,63,15
4363,4,0
770,125,14
10357,908,40
8865,69,11
249,5,0
9766,208,21
7239,7,1
3419,5,0
10273,192,22
10015,50,5
4976,3,0
4544,8,1
5565,10738,1312
7939,58,14
716,95,9
11474,55,14
2048,101,22
5997,5720,2241
6600,75,10
7245,40,15
4178,20,1
4809,23,1
10916,265,29
11270,48,1
7140,280,17
7190,87,3
1460,820,96
5989,5,0
9860,123,17
10948,162,16
2000,292,72
8175,146,2
404,779,18
384,3017,730
11229,171,21
11276,484,34
10344,50,4
1633,319,37
11355,86,20
4784,2,0
11241,152,8
6970,24,1
3925,8,0
4158,49,0
7449,18,1
8415,677,121
2193,333,78
10016,76,8
1015,215,22
5124,14,2
7418,156,30
7409,5,0
8989,72,6
2871,1904,673
9,1716,71
10136,67,11
1838,520,116
4804,10,0
255,3868,251
7026,81,1
5713,838,319
3324,41,0
7714,57,9
1581,427,42
924,210,9
2779,377,20
10700,145,17
7891,11,1
6132,1521,732
5320,6422,415
7312,12,0
7102,29,0
6042,494,281
3775,7,0
4835,109,9
4964,9,1
10971,1124,129
539,1515,58
7483,50,5
2745,104,1
3719,57,6
6819,30,0
9337,320,48
4468,12,0
667,11673,2099
7575,25,3
8549,3393,392
5063,2,1
11023,248,7
10975,95,9
1353,84,11
7114,110,2
11615,269,14
8662,961,50
2703,1976,257
3330,24,1
8053,26,0
9588,242,39
3584,24,2
11221,183,33
5645,1672,214
3376,9,0
1256,2009,395
6190,180,38
9442,792,101
5348,1744,148
11003,458,92
11125,271,46
4175,31,11
4910,43,14
1852,421,131
6316,356,211
11715,465,109
2105,1152,215
133,2939,714
5029,18,1
928,249,27
823,82,4
7576,226,17
1531,1376,460
1214,204,28
504,2480,112
10188,260,104
6530,56,2
3072,18,0
10150,64,9
9576,480,32
9086,1389,90
8647,1486,272
6619,36,3
9273,350,67
3709,63,0
11393,266,58
4849,11,2
4748,26,1
4268,65,1
11744,92,2
8905,475,41
4186,2,0
10406,46,1
5301,14204,1649
2923,259,25
6588,60,6
1810,265,106
3486,63,10
7419,18,0
3141,30,0
10019,306,27
9347,568,36
1324,175,18
4312,33,1
7494,86,8
8702,23,2
9872,211,43
8691,1674,198
11293,115,9
10048,827,63
9580,798,56
10578,240,22
5541,2159,305
6172,275,197
1540,165,16
9409,256,31
2681,1031,101
11748,151,3
11185,50,2
6313,1259,695
1191,2369,321
5293,5323,972
1542,561,73
7056,18,1
2539,867,35
953,258,16
7241,314,21
6731,14,0
4846,134,17
6801,76,7
8010,12,0
4330,10,3
8924,1521,268
5334,752,52
7330,55,3
9348,165,6
4729,15,1
6541,67,4
11174,121,6
5305,6496,591
5161,0,0
7860,310,36
2156,1,9
1062,656,76
10808,544,12
1167,325,75
3636,12,2
7651,15,1
5588,3192,506
11130,403,24
7192,321,21
4491,25,3
7266,369,17
4980,0,0
8335,51,3
11827,78,2
4946,54,6
2782,489,46
717,72,4
10011,80,13
2502,263,20
4360,31,3
4171,10,2
8082,9,0
11600,183,4
395,6278,213
7186,38,5
11674,342,66
4492,17,0
1365,191,30
11319,744,72
8787,5,2
5917,303,84
4968,4,2
2914,2475,305
10518,594,122
5644,2086,317
3766,153,8
3440,28,6
7357,0,0
6806,679,26
9879,594,125
2143,660,125
5104,10,0
5073,13,3
1571,135,16
4079,20,2
1122,229,26
2786,335,13
2967,178,27
2504,332,25
5988,6,2
8867,1078,114
11000,219,54
7164,54,1
728,320,48
7587,196,18
7543,1539,109
412,4360,510
9708,58,10
5745,1306,505
7668,44,4
825,152,23
3267,75,8
3974,16,0
8808,145,10
8306,114,12
417,1,0
11261,206,2
9817,309,11
6748,54,2
8967,3,0
11088,327,30
11463,34,1
2082,126,18
8945,21,0
10738,95,8
3373,24,1
5726,2560,1303
4107,34,4
10636,221,9
4380,13,1
7723,220,54
1066,210,25
3913,232,6
5536,1339,99
8002,127,10
5387,595,67
5732,1568,748
2738,2560,598
5052,8,0
4000,2,0
9760,63,13
2427,62,8
6833,7,0
10123,40,9
1687,394,85
851,291,65
6303,712,545
9087,513,39
5878,268,61
8527,672,127
2839,2322,692
11279,73,6
4611,48,2
9540,982,33
9207,81,7
11008,155,6
9823,646,42
2489,2118,350
6905,616,32
7390,13,0
2849,435,6
6665,45,5
5881,329,61
10262,1243,112
4452,5,0
9949,13,2
7421,63,0
9827,2391,610
6484,56,5
2479,370,32
6617,47,1
10457,137,17
11151,106,9
11251,64,11
2141,128,32
11310,224,22
5188,11,5
11803,147,7
2744,676,32
7253,128,8
3506,15,1
1679,293,23
4249,27,2
3147,113,20
8130,235,19
10486,269,17
7004,42,3
580,4462,788
9662,128,3
4070,8,0
3343,65,3
7404,18,0
3672,14,1
559,4723,723
5237,16,4
7805,24,2
11041,137,32
512,5422,572
1081,63,5
1664,215,35
9204,997,186
1931,599,135
11489,97,8
1150,354,63
2838,1280,65
5949,880,335
8308,1,0
8932,807,123
11632,97,14
5177,14,2
830,117,11
8311,25,1
4752,67,0
11598,64,6
11554,57,4
635,3266,462
4465,6,0
6799,556,74
7987,39,0
7079,18,1
6966,78,1
4142,11,1
7027,203,7
9183,3786,241
876,195,12
4869,36,7
5315,11325,1618
5222,19,0
4,2323,145
3051,8,1
5691,3644,2091
3124,35,3
10852,138,9
2491,1204,54
3854,13,0
4777,42,8
9907,446,77
7509,20,2
6457,188,46
6293,313,180
1148,216,41
11453,103,4
574,4810,1218
3769,12,2
4146,10,0
853,281,38
10174,1,0
10966,41,3
5919,20,2
9358,95,1
6614,142,17
6002,535,185
9163,795,169
10893,1478,292
4495,70,9
8173,311,18
6655,26,1
2368,592,87
4780,79,12
7992,42,5
2950,7,1
5625,13749,3810
6971,58,4
8716,982,63
10647,163,8
1841,370,108
5986,313,81
537,6994,1647
2806,938,96
5801,2170,1487
5596,4644,900
7206,91,9
7343,16,1
7560,423,33
8096,2437,258
11367,476,120
784,131,18
1409,838,142
10729,68,3
154,2882,151
7806,209,13
3009,39,0
1686,85,3
11093,140,21
4014,5,0
7455,142,18
3863,16,0
2733,268,44
1895,347,67
5442,3021,314
569,1607,74
6709,10,1
5854,288,137
1816,469,131
10257,448,26
8319,74,5
3394,22,0
3327,321,33
11866,256,9
6102,211,54
2975,19,0
980,61,8
10492,184,20
190,7776,2289
9331,237,7
5088,11,0
699,187,8
11599,166,12
606,4490,453
301,2757,277
3420,37,3
11651,47,4
1060,435,80
10757,181,13
3444,6,2
1069,211,10
10716,191,6
2205,769,165
9435,454,46
7339,109,6
8208,72,3
7679,24,1
11312,581,57
4642,17,4
7683,34,4
9007,480,10
7996,42,8
11259,299,52
5600,10962,1523
9151,222,34
7022,531,26
4893,1,0
225,7337,725
3354,22,1
5895,496,70
10677,747,55
8754,182,8
3436,34,3
1693,271,26
6893,238,9
1045,268,16
3446,27,3
8050,49,4
9146,1228,608
11865,61,15
10927,212,5
11296,22,0
4735,39,4
4496,81,3
1218,179,21
6015,308,96
9719,310,59
3987,13,0
4911,1,0
9492,751,26
4493,39,5
6944,97,16
5699,2831,1317
8352,179,6
956,310,19
11426,297,74
2869,963,105
4433,8,2
4973,9,1
2961,108,2
2200,102,31
98,4542,878
11708,268,37
2557,1600,664
11375,369,24
8445,1207,270
4199,24,0
9637,308,39
5539,8668,1222
1648,143,30
9888,502,41
11383,87,28
6197,237,129
6295,475,219
4499,19,1
1154,160,12
2255,411,68
9874,753,34
3170,26,3
7400,19,2
10248,435,45
7158,460,70
3108,124,12
4548,106,14
5423,1117,95
2049,342,111
9208,1139,121
8815,2434,386
11644,196,24
262,2503,119
11561,44,10
4061,38,4
5534,1348,128
6616,36,2
8120,72,2
8155,651,76
1802,422,63
4736,66,5
11876,182,44
2385,364,48
6694,30,8
5759,2158,938
1959,559,124
2976,3,1
8680,414,6
1843,360,55
1734,424,24
2911,1486,612
11411,24,1
8338,68,5
1986,418,99
9561,24,3
6546,54,6
7098,107,7
2811,1309,73
659,7459,709
9986,23,3
2511,645,17
11589,80,6
4282,8,0
9339,278,26
11464,114,14
8800,935,74
6287,624,152
1930,530,98
7125,30,2
197,4626,1213
7777,80,4
2931,1839,433
8004,78,5
2327,2866,164
4389,6,2
8958,2,0
4218,11,0
11447,176,26
202,3984,151
3510,42,1
4931,43,2
5535,2381,152
9925,128,8
5791,593,195
10969,179,14
1707,195,25
5172,0,0
5249,6,0
11666,99,15
6528,522,20
11705,190,20
5855,1170,274
8164,458,69
854,169,13
4737,70,7
10352,227,8
698,194,11
11344,774,211
11191,260,48
3696,125,10
1636,282,23
7280,22,1
7554,21,4
11649,37,1
3581,32,0
1291,1143,260
6585,9,0
1853,84,24
5232,32,16
3763,6,0
3304,45,1
1495,226,34
11637,113,0
7994,19,1
1998,2,1
663,3,0
3748,42,2
4413,7,0
5530,412,50
5575,5954,1192
8901,76,1
7526,105,5
9474,2461,496
5864,274,129
10867,221,24
6776,16,2
1306,175,39
7392,35,0
10429,381,10
11494,276,23
5592,2589,602
10230,492,15
9721,36,6
1663,314,43
5450,8110,2521
11805,585,292
11829,128,23
3627,63,1
2693,2505,205
11252,97,9
9789,82,5
10921,288,23
10817,140,12
5915,637,194
3157,32,3
11506,124,8
9914,53,11
6668,22,1
1059,223,31
4636,6,2
3242,103,2
1678,125,30
6892,353,22
6374,132,99
7574,77,4
1757,360,49
6019,9,0
5116,58,35
8755,214,10
7408,8,1
2790,339,47
863,184,28
7858,11,0
1484,1682,331
7035,16,1
7721,30,3
5977,1617,1256
5134,9,0
206,4892,979
4488,10,1
6938,52,5
9062,23,1
6910,8,0
502,1091,293
7385,70,0
1028,47,8
3840,94,4
10882,27,3
8110,61,2
5056,9,1
9762,320,22
8154,260,43
10965,79,5
2731,311,11
8996,1196,79
2454,196,19
7215,35,4
3104,8,2
8392,124,8
6278,16,0
3099,50,0
6184,149,76
10470,343,26
3561,276,11
5892,308,67
391,2207,339
6736,15,0
5618,1419,161
5258,18077,5211
9687,686,79
2695,727,65
2027,131,41
5463,12901,4268
2568,424,6
8006,21,0
64,5228,575
2062,111,36
5276,29951,6049
7208,15,1
8684,2046,198
8571,68,6
6331,105,36
4859,13,0
4887,16,0
9268,348,24
878,230,21
8529,272,22
7916,35,4
6863,141,20
7892,31,1
6439,161,38
7869,140,8
1016,144,7
9467,262,61
7629,12,2
11534,121,11
995,41,1
10173,31,4
4297,16,0
161,369,8
5675,14296,6024
6873,532,55
9692,341,17
7989,165,10
3843,42,2
10805,116,7
11653,0,0
1021,339,72
3073,16,0
7555,9,0
3943,75,3
1585,325,59
10147,969,97
3152,447,46
8226,211,39
775,7270,2987
10748,326,77
9670,67,8
7099,6,3
5486,61951,21887
6235,475,151
9555,364,51
7041,37,0
2612,2085,240
7513,37,1
11016,75,10
10233,223,6
8433,701,225
10253,29,3
10555,244,26
8792,836,136
10627,691,125
5393,2845,270
11080,41,0
8838,37,1
3890,36,0
3556,153,17
11394,224,43
1528,246,56
1267,149,11
7734,231,25
1899,426,101
4658,31,1
3005,21,0
2734,255,55
189,3973,438
9998,58,7
9167,283,36
2747,1201,154
2047,122,22
7849,72,1
2558,2145,211
9274,186,29
8666,202,28
11096,477,56
6396,466,428
3385,4,1
4555,8,2
1184,326,47
6420,1,1
5051,13,1
5311,14644,1834
2433,2351,339
6949,14,1
10583,121,4
769,178,12
1685,318,56
8322,282,15
11111,257,3
11363,84,17
11636,0,0
5578,2778,388
4426,13,0
466,1863,72
6265,5,1
5734,1176,858
11284,352,21
5191,3,0
5390,473,37
860,472,37
7270,21,4
